"id","period_raw","period_date","province_name","projection_value","projection_type","data_source","loaded_at"
192,"ago-16","2016-08-01","Santa Elena",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
193,"sept-16","2016-09-01","Pichincha",27,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
194,"sept-16","2016-09-01","Guayas",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
195,"sept-16","2016-09-01","Azuay",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
196,"sept-16","2016-09-01","Tungurahua",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
197,"sept-16","2016-09-01","Imbabura",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
198,"sept-16","2016-09-01","Manabi",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
199,"sept-16","2016-09-01","Chimborazo",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
200,"sept-16","2016-09-01","Loja",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
201,"sept-16","2016-09-01","El Oro",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
202,"sept-16","2016-09-01","Santo Domingo",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
203,"sept-16","2016-09-01","Canar",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
204,"sept-16","2016-09-01","Los Rios",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
205,"sept-16","2016-09-01","Cotopaxi",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
206,"sept-16","2016-09-01","Pastaza",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
207,"sept-16","2016-09-01","Esmeraldas",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
208,"sept-16","2016-09-01","Galapagos",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
209,"sept-16","2016-09-01","Napo",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
210,"sept-16","2016-09-01","Carchi",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
211,"sept-16","2016-09-01","Zamora Chinchipe",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
212,"sept-16","2016-09-01","Orellana",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
213,"sept-16","2016-09-01","Sucumbios",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
214,"sept-16","2016-09-01","Bolivar",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
215,"sept-16","2016-09-01","Morona Santiago",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
216,"sept-16","2016-09-01","Santa Elena",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
217,"oct-16","2016-10-01","Pichincha",36,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
218,"oct-16","2016-10-01","Guayas",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
219,"oct-16","2016-10-01","Azuay",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
220,"oct-16","2016-10-01","Tungurahua",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
221,"oct-16","2016-10-01","Imbabura",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
222,"oct-16","2016-10-01","Manabi",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
223,"oct-16","2016-10-01","Chimborazo",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
224,"oct-16","2016-10-01","Loja",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
225,"oct-16","2016-10-01","El Oro",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
226,"oct-16","2016-10-01","Santo Domingo",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
227,"oct-16","2016-10-01","Canar",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
228,"oct-16","2016-10-01","Los Rios",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
229,"oct-16","2016-10-01","Cotopaxi",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
230,"oct-16","2016-10-01","Pastaza",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
231,"oct-16","2016-10-01","Esmeraldas",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
232,"oct-16","2016-10-01","Galapagos",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
233,"oct-16","2016-10-01","Napo",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
234,"oct-16","2016-10-01","Carchi",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
235,"oct-16","2016-10-01","Zamora Chinchipe",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
236,"oct-16","2016-10-01","Orellana",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
237,"oct-16","2016-10-01","Sucumbios",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
238,"oct-16","2016-10-01","Bolivar",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
239,"oct-16","2016-10-01","Morona Santiago",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
240,"oct-16","2016-10-01","Santa Elena",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
241,"nov-16","2016-11-01","Pichincha",44,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
242,"nov-16","2016-11-01","Guayas",5,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
243,"nov-16","2016-11-01","Azuay",0,"Conservative","bdd.xlsx","2025-05-26 22:57:47.02756-05"
